Table 2.5.5. Personal Consumption Expenditures by Function
Table 2.5.5. Personal Consumption Expenditures by Function
"Last Revised on: September 29, 2023"
Line,,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
132,Final consumption expenditures of nonprofit institutions serving households (NPISHs)28,2.3,2.3,2.4,2.6,2.9,3.0,3.2,3.4,3.8,4.0,4.3,4.9,5.1,5.2,5.5,5.8,6.4,7.0,7.5,8.1,8.8,9.4,10.5,11.7,12.8,13.8,15.5,17.0,19.0,20.6,23.0,26.1,30.0,34.1,38.0,40.8,45.4,47.9,52.6,55.7,63.3,68.0,75.9,80.1,87.9,90.1,97.8,102.3,110.0,105.6,123.8,138.2,158.0,179.1,198.3,205.5,206.4,210.3,239.2,248.8,287.3,289.2,294.4,311.9,341.5,347.4,353.3,363.8,388.3,396.4,420.9,417.9,484.5,457.8,532.1
133,"    Gross output of nonprofit institutions29",---,---,---,---,---,---,---,---,---,---,---,13.9,14.8,15.8,16.9,18.3,20.3,22.1,24.3,27.0,30.3,34.0,38.1,42.8,47.4,51.8,58.8,67.2,76.3,85.2,96.7,109.4,126.1,145.7,163.8,179.2,194.4,209.3,227.3,246.9,275.5,301.2,334.4,362.9,396.4,418.7,440.1,458.5,483.1,502.6,542.5,576.3,621.6,676.4,737.1,774.6,819.0,868.5,932.2,983.1,1047.4,1088.3,1128.6,1173.5,1236.5,1272.6,1315.2,1377.5,1454.4,1501.2,1576.7,1637.7,1656.4,1763.8,1893.0
134,"    Less: Receipts from sales of goods and services by nonprofit institutions30",---,---,---,---,---,---,---,---,---,---,---,9.0,9.8,10.5,11.5,12.6,13.8,15.1,16.9,18.9,21.6,24.6,27.6,31.1,34.5,38.1,43.3,50.2,57.3,64.5,73.6,83.2,96.1,111.5,125.8,138.5,149.0,161.4,174.7,191.2,212.2,233.2,258.6,282.8,308.5,328.7,342.3,356.2,373.1,397.0,418.7,438.1,463.6,497.4,538.7,569.1,612.6,658.2,693.0,734.4,760.1,799.1,834.2,861.7,895.0,925.2,962.0,1013.7,1066.1,1104.8,1155.8,1219.8,1171.9,1306.0,1360.9

Legend/Footnotes
"1. Consists of household purchases of goods and services from business, government, nonprofit institutions, and the rest of the world."
"2. Consists of shoes and other footwear, and of repair and hire of footwear."
"3. Consists of space rent (see footnote 4) and rent for appliances, furnishings, and furniture."
"4. Consists of rent for space and for heating and plumbing facilities, water heaters, lighting fixtures, kitchen cabinets, linoleum, storm windows and doors, window screens, and screen doors, but excludes rent for appliances and furniture and purchases of fuel and electricity."
"5. Includes clocks, lamps, lighting fixtures, and other household decorative items; also includes repair of furniture, furnishings, and floor coverings."
"6. Consists of major household appliances, small electric household appliances, and repair of household appliances."
"7. Consists of dishes, flatware, and non-electric cookware and tableware."
"8. Consists of household supplies; domestic services; moving, storage and freight service; and other household services."
"9. Excludes drug preparations and related products dispensed by physicians, hospitals, and other medical services."
"10. Consists of offices of physicians, health maintenance organization medical centers, and freestanding ambulatory surgical and emergency centers."
"11. Includes podiatrists, chiropractors, mental health practitioners (except physicians), physical, occupational and speech therapists, audiologists, all other health practitioners, ambulance services, kidney dialysis centers, and blood and organ bank services."
"12. Consists of nonprofit hospitals, proprietary hospitals, and government hospitals. Consists of primary sales of these hospitals for personal consumption.Expenses of nonprofit hospitals are included in the expenditures of nonprofit institutions serving households (NPISHs)."
"13. Includes railway transportation, taxicab services, school and employee services, limousine services, and airport bus fares."
14. Consists of tour operators' and travel agents' margins. Purchases of travel and accommodations included in tours are accounted for separately in other personal consumption expenditures categories.
"15. Consists of fees paid to business schools and computer and management training, technical and trade schools, other schools and instruction, and educational support services."
"16. Consists of purchases (including tips) of meals and beverages from retail, service, and amusement establishments, hotels, dining and buffet cars, schools, school fraternities, institutions, clubs, and industrial lunchrooms.Includes meals and beverages consumed both on- and off-premises."
"17. Consists of transient hotels, motels, other traveler accommodations, clubs, and housing at schools."
"18. Consists of operating expenses of commercial life insurance carriers and fraternal benefit life insurance.For commercial life insurance carriers, excludes expenses for accident and health insurance and includes profits of stock companies and services furnished without payment by banks, credit agencies, and investment companies."
19. Consists of premiums plus premium supplements less normal losses and dividends paid to policyholders for insurance on personal property (except motor vehicles).
"20. Consists of premiums less benefits for health, hospitalization, and accidental death and dismemberment insurance."
21. Consists of premiums less benefits for income loss insurance.
22. Consists of premiums plus premium supplements less normal losses and dividends paid to policyholders for privately administered workers' compensation.
23. Consists of premiums plus premium supplements less normal losses and dividends paid to policyholders for motor vehicle and other transportation insurance.
"24. Consists of cosmetics and toiletries, electric appliances for personal care, hairdressing salons, and miscellaneous personal care services."
"25. Consists of jewelry, watches, luggage, and similar personal items."
"26. Consists of household purchases of goods and services from business, government, and nonprofit institutions providing social services and religious activities. Purchases from nonprofit establishments exclude unrelated sales, secondary sales, and sales to businesses, government, and the rest of the world, but include membership dues and fees."
"27. Consists of tax preparation and other related services, employment agency services, and other personal business services."
"28. Net expenses of NPISHs, defined as their gross operating expenses less primary sales to households."
"29. Gross output is net of unrelated sales, secondary sales, and sales to business, government, and the rest of the world; excludes own-account investment (construction and software)."
"30. Excludes unrelated sales, secondary sales, and sales to business, government, and the rest of the world; includes membership dues and fees."
